id,title,imdb,date,author_name,author_id,lang,comment,releases,subscene_link,fileLink
316531,"Boruto: Naruto Next Generations",6342474,"2022-06-12 15:04:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E011"]",boruto-naruto-next-generations/kurdish/2799732,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799732.zip
316536,"Boruto: Naruto Next Generations",6342474,"2022-06-12 15:06:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E015"]",boruto-naruto-next-generations/kurdish/2799736,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799736.zip
316619,"Boruto: Naruto Next Generations",6342474,"2022-05-13 21:05:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E164"]",boruto-naruto-next-generations/kurdish/2774651,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2774651.zip
316620,"Boruto: Naruto Next Generations",6342474,"2022-05-13 21:08:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E165"]",boruto-naruto-next-generations/kurdish/2774653,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2774653.zip
316623,"Boruto: Naruto Next Generations",6342474,"2022-06-12 15:02:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E007"]",boruto-naruto-next-generations/kurdish/2799727,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799727.zip
316632,"Boruto: Naruto Next Generations",6342474,"2022-05-13 21:09:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E168"]",boruto-naruto-next-generations/kurdish/2774657,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2774657.zip
316638,"Boruto: Naruto Next Generations",6342474,"2022-06-12 15:01:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E005"]",boruto-naruto-next-generations/kurdish/2799725,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799725.zip
316757,"Boruto: Naruto Next Generations",6342474,"2022-06-12 15:08:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E016"]",boruto-naruto-next-generations/kurdish/2799738,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799738.zip
316812,"Boruto: Naruto Next Generations",6342474,"2022-05-13 21:08:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E166"]",boruto-naruto-next-generations/kurdish/2774654,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2774654.zip
316821,"Boruto: Naruto Next Generations",6342474,"2022-05-13 21:14:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E170"]",boruto-naruto-next-generations/kurdish/2774664,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2774664.zip
316824,"Boruto: Naruto Next Generations",6342474,"2022-06-12 15:01:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E006"]",boruto-naruto-next-generations/kurdish/2799726,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799726.zip
316839,"Boruto: Naruto Next Generations",6342474,"2022-05-13 21:17:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E174"]",boruto-naruto-next-generations/kurdish/2774671,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2774671.zip
316856,"Boruto: Naruto Next Generations",6342474,"2022-06-12 14:58:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E002"]",boruto-naruto-next-generations/kurdish/2799719,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799719.zip
316858,"Boruto: Naruto Next Generations",6342474,"2022-06-12 15:05:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E014"]",boruto-naruto-next-generations/kurdish/2799735,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799735.zip
316865,"Boruto: Naruto Next Generations",6342474,"2022-05-13 21:16:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E172"]",boruto-naruto-next-generations/kurdish/2774668,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2774668.zip
316901,"Boruto: Naruto Next Generations",6342474,"2022-05-13 21:03:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E162"]",boruto-naruto-next-generations/kurdish/2774646,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2774646.zip
317339,"Boruto: Naruto Next Generations",6342474,"2022-06-12 15:04:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E012"]",boruto-naruto-next-generations/kurdish/2799733,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799733.zip
317740,"Boruto: Naruto Next Generations",6342474,"2022-06-12 14:58:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E001"]",boruto-naruto-next-generations/kurdish/2799718,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799718.zip
317766,"Boruto: Naruto Next Generations",6342474,"2022-06-12 14:59:00",Amanj_Latif,1318406,kurdish,"🇦Ⓜ🇦🅽🅹.🅻🅰🆃🅸🅵 وەرگێڕان","["[AMANJ]Boruto - Naruto Next Generation E003"]",boruto-naruto-next-generations/kurdish/2799721,boruto-naruto-next-generations/boruto-naruto-next-generations_kurdish-2799721.zip
322695,Brave,1217209,"2013-07-25 16:05:00",dastan-ba,779877,kurdish,"سلاو بەرێزانم وەكوو كوردێك هەستاوم بە ژێرنووسى كردنى ئەم فليم كارتۆنە وە پێشكەشە بە ئێوەى خشەويست 
دەتوانن لە رێگاى فەيسبووكم لەگەلم بن يان لە رێگاى 
سايتەكەم .. لەخوارەوە لينكەكانيان دانراوە
لينكى فەيسبووكم
https://www.facebook.com/dastan.amen88
لينكى سا","["Brave.2012.1080p.BRrip.x264.YIFY"]",brave-2012/kurdish/761968,brave-2012/brave-2012_kurdish-761968.zip
323895,Brazen,15251128,"2022-01-17 04:29:00",Rasti.Ebas.Doski,1273708,kurdish,,"["Brazen 2022"]",brazen/kurdish/2671909,brazen/brazen_kurdish-2671909.zip
338580,"Brotherhood: Final Fantasy XV",5595178,"2018-09-08 14:14:00",,1154812,kurdish,"تکایە مافی وەرگێڕ بپارێزە !",[],brotherhood-final-fantasy-xv-2016/kurdish/1838540,brotherhood-final-fantasy-xv-2016/brotherhood-final-fantasy-xv-2016_kurdish-1838540.zip
338881,Brothers,3802576,"2016-05-02 18:45:00",OsmSUB,996479,kurdish,"ژێرنووسی كوردی فیلمی هیندی (براكان) له‌لایه‌ن Osman Shexani","["Brothers (2015) Kurdish BLURAY Subtitle EXCLUSIVE"]",brothers-2015/kurdish/1326093,brothers-2015/brothers-2015_HI_kurdish-1326093.zip
339595,Brothers,3802576,"2016-05-02 18:20:00",OsmSUB,996479,kurdish,"ژێرنووسی كوردی فیلمی هیندی (براكان) له‌لایه‌ن Osman Shexani","["Brothers (2015) Kurdish Bluray Subtitle EXCLUSIVE"]",brothers-2015/kurdish/1326081,brothers-2015/brothers-2015_kurdish-1326081.zip
339604,Brothers,3802576,"2018-04-07 07:12:00",,1131117,kurdish,,[],brothers-2015/kurdish/1752246,brothers-2015/brothers-2015_kurdish-1752246.zip
340022,"Bruce Dickinson - Tears Of The Dragon",0,"2014-01-01 16:31:00",Ravrage,794304,kurdish,"only with official DVD release",[],bruce-dickinson-tears-of-the-dragon/kurdish/840994,bruce-dickinson-tears-of-the-dragon/bruce-dickinson-tears-of-the-dragon_kurdish-840994.zip
350454,"Butch Cassidy and the Sundance Kid",64115,"2020-07-24 20:14:00",yashar.tarq,1025432,kurdish,"bo hamw jorakany BluRay bashtryna","["YaSHaR    "]",butch-cassidy-and-the-sundance-kid/kurdish/2258647,butch-cassidy-and-the-sundance-kid/butch-cassidy-and-the-sundance-kid_HI_kurdish-2258647.zip
358068,"Can You Ever Forgive Me?",4595882,"2021-06-20 13:13:00",Mhamad_Dlshad,1163947,kurdish,,"["Can.You.Ever.Forgive.Me2018"]",can-you-ever-forgive-me/kurdish/2507805,can-you-ever-forgive-me/can-you-ever-forgive-me_kurdish-2507805.zip
371789,"Tenkuu no Shiro Laputa (Laputa: Castle in the Sky / 天空の城ラピュタ)",92067,"2016-10-30 11:04:00",SLIFER.,825590,kurdish,"www.bestoon.tk
facebook.com/bestonsubs","["Laputa.Castle.In.The.Sky.1986.1080p.BluRay.x264.anoXmous"]",castle-in-the-sky/kurdish/1435254,castle-in-the-sky/castle-in-the-sky_kurdish-1435254.zip
377217,"Celine Dion - My Heart Will Go On",0,"2013-12-01 18:10:00","kaihan translator",800454,kurdish,,[],celine-dion-my-heart-will-go-on/kurdish/826877,celine-dion-my-heart-will-go-on/celine-dion-my-heart-will-go-on_kurdish-826877.zip
377491,Cellular,337921,"2021-04-30 08:58:00","hamid Shahin",1350562,kurdish,"لینكی فلیمه‌كه‌ له‌ كه‌نالی یوتیوبم دایه‌","["Cellular Kurdish Subtitle"]",cellular/kurdish/2461519,cellular/cellular_kurdish-2461519.zip
387012,Che,3526538,"2016-12-24 21:24:00",mohamad_sartip,1030721,kurdish,"ژێرنووسی كوردی","["چ مثل چمران"]",che-2014/kurdish/1471570,che-2014/che-2014_kurdish-1471570.zip
389666,"Chernobyl - First Season",7366338,"2019-06-06 17:06:00",kurdish_sub,1217008,kurdish,"بۆ داگرتنی ژێرنووسی زۆرتر سەردانی کەناڵەکەمان لە تێلێگرام بکەن. t.me/KurdishSub","["Chernobyl.S01E01(KurdishSub).1080p.WEB.DL"]",chernobyl/kurdish/1996483,chernobyl/chernobyl_HI_kurdish-1996483.zip
389751,"Chernobyl - First Season",7366338,"2019-06-11 23:33:00",kurdish_sub,1217008,kurdish,"Telegram: @KurdishSub","["Chernobyl.S01E05(KurdishSub).1080p.WEB.DL.Memento"]",chernobyl/kurdish/1998976,chernobyl/chernobyl_kurdish-1998976.zip
389760,"Chernobyl - First Season",7366338,"2019-06-10 17:52:00",kurdish_sub,1217008,kurdish,"telegram: @KurdishSub","["Chernobyl.S01E04(KurdishSub).1080p.WEB.DL.Memento"]",chernobyl/kurdish/1998415,chernobyl/chernobyl_kurdish-1998415.zip
389821,"Chernobyl - First Season",7366338,"2019-06-10 17:55:00",kurdish_sub,1217008,kurdish,"telegram: @KurdishSub","["Chernobyl.S01E04(KurdishSub).1080p.WEB.DL"]",chernobyl/kurdish/1998416,chernobyl/chernobyl_kurdish-1998416.zip
389824,"Chernobyl - First Season",7366338,"2019-06-10 17:50:00",kurdish_sub,1217008,kurdish,"کەناڵی تلێگرام:@KurdishSub","["Chernobyl.S01E03(KurdishSub).1080p.WEB.DL.Memento"]",chernobyl/kurdish/1998411,chernobyl/chernobyl_kurdish-1998411.zip
389828,"Chernobyl - First Season",7366338,"2019-06-07 11:57:00",kurdish_sub,1217008,kurdish,"بۆ داگرتنی ژێرنووسی زۆرتر سەردانی کەناڵەکەمان لە تلگرام کەن
@KurdishSub","["Chernobyl.S01E02.WEB.DL"]",chernobyl/kurdish/1996810,chernobyl/chernobyl_kurdish-1996810.zip
389829,"Chernobyl - First Season",7366338,"2019-06-11 23:23:00",kurdish_sub,1217008,kurdish,"Telegram: @KurdishSub","["Chernobyl.S01E05(KurdishSub).1080p.WEB.DL5.MkvCage"]",chernobyl/kurdish/1998973,chernobyl/chernobyl_kurdish-1998973.zip
389856,"Chernobyl - First Season",7366338,"2019-06-12 10:06:00",kurdish_sub,1217008,kurdish,"Telegram: @KurdishSub","["Chernobyl.S01E01(KurdishSub).1080p.WEB.DL.Memento"]",chernobyl/kurdish/1999121,chernobyl/chernobyl_HI_kurdish-1999121.zip
389967,"Chernobyl - First Season",7366338,"2019-06-18 13:20:00",SimkoSine,1210679,kurdish,"هەموو زنجیرەی چێرنۆبیل بە دوو ڕیلیزی
mkvcage ","["Chernobyl.S01E01(KurdishSub).1080p.WEB.DL"]",chernobyl/kurdish/2002126,chernobyl/chernobyl_kurdish-2002126.zip
390330,"Chernobyl - First Season",7366338,"2019-06-10 17:42:00",kurdish_sub,1217008,kurdish,"کەناڵی تلێگرام:@KurdishSub","["Chernobyl.S01E03(KurdishSub).1080p.WEB.DL.MkvCage"]",chernobyl/kurdish/1998406,chernobyl/chernobyl_kurdish-1998406.zip
400517,"Chinese Zodiac (CZ12 / Sap ji sang ciu / 十二生肖)",1424310,"2014-11-24 22:24:00",dastan-ba,779877,kurdish,"فليمەكانى ئەكتەرى بەناوبانگ (جاكى چان) يەكێكن لەو فليمانەى كەبەلاى منەوە زۆر خۆشن و تامەزرۆى بينينيانم ...پێم خۆش بوو منيش وەكوو كوردێك ژێرنوسى كوردى بۆ ئەو فليمە زيادبكەم هاوشێوەى زمانەكانى تر 
دەتوانن هاورێم بن لە فەيسبووك 
www.facebook.com/dastan.amen8","["nese.Zodiac.2012.1080p.BluRay.x264.YIFY"]",chinese-zodiac-sap-ji-sang-ciu/kurdish/1017865,chinese-zodiac-sap-ji-sang-ciu/chinese-zodiac-sap-ji-sang-ciu_kurdish-1017865.zip
417628,"Cloudy with a Chance of Meatballs 2",1985966,"2013-10-26 08:52:00","kaihan translator",800454,kurdish,"ئەم فیلمە كە یەكێكە لە بەرهەمەكانی كۆمپانیای كۆڵۆمبیا فیلمێكی ئەدڤێنچر و ئەنیمەیشنە كە خەڵكانێكی زۆر تامەزرۆی بینی دەكەن پشتیوان بە خوای گەورە مانگی 11 ساڵی 2013 دەكەوێتە سینەمانكانی جیهانەوە","["---",cloudy-with-a-chance-of-meatballs-2/kurdish/808465,cloudy-with-a-chance-of-meatballs-2/cloudy-with-a-chance-of-meatballs-2_kurdish-808465.zip
418747,"Coach Carter",393162,"2019-09-12 21:14:00",yashar.tarq,1025432,kurdish,,"["Coach.Carter.2005.720p.BrRip.x264.YIFY"]",coach-carter/kurdish/2051229,coach-carter/coach-carter_HI_kurdish-2051229.zip
424226,"Cold Pursuit",5719748,"2019-06-28 07:29:00",kurdish_sub,1217008,kurdish,"Telegram: @KurdishSub","["Cold Pursuit.MkvCage"]",cold-pursuit/kurdish/2006752,cold-pursuit/cold-pursuit_kurdish-2006752.zip
424431,"Collateral Beauty",4682786,"2017-07-07 22:14:00",kurdishsubtitle,1076404,kurdish,"یەکەم فایلی ژێرنووس کراوی فلیم","["Collateral Beauty_kurdish"]",collateral-beauty/kurdish/1589558,collateral-beauty/collateral-beauty_kurdish-1589558.zip
429284,"Coming Home (Gui lai)",3125472,"2016-09-07 23:30:00",Goranburham,963287,kurdish,,"["Gui lai (2014)", "Coming home (2014)", "Coming.Home.[Gui.Lai].2014.1080p.BRRip.x264.AC3.HO"]",coming-home-gui-lai/kurdish/1400123,coming-home-gui-lai/coming-home-gui-lai_kurdish-1400123.zip
435946,Contagion,1598778,"2021-06-20 13:30:00",,1163947,kurdish,,[],contagion/kurdish/2507818,contagion/contagion_kurdish-2507818.zip
439900,Cops,13025,"2021-03-24 16:14:00",RevivedCinema,1306234,kurdish,🔴T.me/KurdishSubtitle🔴,"["Cops.1922.1080p.Remux.AVC.FLAC.2.0-IK", "Cops.1922.720p.BluRay.FLAC.HDCLUB-Skazhutin"]",cops/kurdish/2427496,cops/cops_kurdish-2427496.zip
442198,"Cosmos: A SpaceTime Odyssey - First Season",2395695,"2014-05-10 12:52:00",Salah632002,851178,kurdish,"وەرگێرانی:کامیار سابیر -
ژێرنوسکردن:سەلاح ئەحمەد","["Cosmos - A Spacetime Odyssey S01E01"]",cosmos-a-spacetime-odyssey-first-season/kurdish/912274,cosmos-a-spacetime-odyssey-first-season/cosmos-a-spacetime-odyssey-first-season_kurdish-912274.zip
446004,"Cowboys and Aliens",409847,"2016-09-05 18:52:00",Dawrandllan,1017099,kurdish,"وه‌رگێڕ: دڵان خۆشناو
نیگا موڤیس
تێبینی: ئه‌م ژێرنووسه‌ ساڵه‌كانی 2011 وه‌رمگێڕاوه‌ ئێستا به‌ شێوازی نوێ و مۆدێرنتر ژێرنووس بۆ فیلمه‌كان ده‌كه‌م","["Cowboys and Aliens (2011)"]",cowboys-and-aliens/kurdish/1398984,cowboys-and-aliens/cowboys-and-aliens_kurdish-1398984.zip
448666,Crawl,8364368,"2019-12-05 02:26:00",Rasti.Ebas.Doski,1273708,kurdish,"(Crawl) Kurdish Latîtnî","["Crawl"]",crawl-2019/kurdish/2102563,crawl-2019/crawl-2019_kurdish-2102563.zip
472243,"Dabbe (D@bbe)",782037,"2022-07-06 07:26:00",NahroStar,1237237,kurdish,"فیلمی تورکی ترسناکی (دابه)، وەرگێڕانی: نەهرۆ ستار","["Dabbe 2006 NF WEB-DL KU"]",dabbe/kurdish/2822593,dabbe/dabbe_kurdish-2822593.zip
476833,"Damnation (K",95475,"2020-07-30 10:23:00",,1276798,kurdish,"نەفرەت کردن، بێلا تارر",[],damnation-krhozat/kurdish/2262056,damnation-krhozat/damnation-krhozat_kurdish-2262056.zip
